index,parcels,yield,county,rent($/acres),rent($/hectare)
639,639,18.94773387,IA029,224,553.5155652
640,640,16.51975602,IA029,224,553.5155652
641,641,15.02437088,IA029,224,553.5155652
642,642,14.96621762,IA029,224,553.5155652
643,643,14.63054323,IA029,224,553.5155652
644,644,17.37081646,IA029,224,553.5155652
645,645,16.12621947,IA029,224,553.5155652
646,646,16.61608382,IA029,224,553.5155652
647,647,16.03161755,IA029,224,553.5155652
648,648,15.77674038,IA029,224,553.5155652
649,649,15.65421121,IA029,224,553.5155652
650,650,14.65090686,IA029,224,553.5155652
651,651,21.54069564,IA029,224,553.5155652
652,652,16.52954099,IA077,197,486.7971711
653,653,17.30991738,IA077,197,486.7971711
654,654,18.53718626,IA077,197,486.7971711
655,655,15.05383869,IA077,197,486.7971711
656,656,0,MD043,88,217.4525435
657,657,18.49301926,MD043,88,217.4525435
658,658,0,MD043,88,217.4525435
659,659,0,MD043,88,217.4525435
660,660,16.76557063,MD043,88,217.4525435
661,661,0,MD043,88,217.4525435
662,662,19.84984132,MD013,106,261.9314728
663,663,17.83397399,MD013,106,261.9314728
664,664,17.1187754,MD013,106,261.9314728
665,665,19.6044079,MD013,106,261.9314728
666,666,15.73470867,MD013,106,261.9314728
667,667,18.07813527,MD013,106,261.9314728
668,668,17.16428154,MD013,106,261.9314728
669,669,16.48053422,MD013,106,261.9314728
670,670,17.83905925,MD013,106,261.9314728
671,671,19.27426843,MD013,106,261.9314728
672,672,19.32919563,MD013,106,261.9314728
673,673,16.5944033,MD013,106,261.9314728
674,674,17.42757428,MD013,106,261.9314728
675,675,18.20161478,MD013,106,261.9314728
676,676,19.66595623,MD013,106,261.9314728
677,677,17.15606619,MD013,106,261.9314728
678,678,18.61270323,MD013,106,261.9314728
679,679,0,MD023,37,91.42891032
680,680,0,MD023,37,91.42891032
681,681,16.67242554,MD023,37,91.42891032
682,682,18.4234894,MD023,37,91.42891032
683,683,16.27407958,MD023,37,91.42891032
684,684,15.41220624,MD023,37,91.42891032
685,685,18.18777694,MD029,131,323.7077636
686,686,17.71272664,MD029,131,323.7077636
687,687,18.87496123,MD029,131,323.7077636
688,688,17.76712271,MD029,131,323.7077636
689,689,7.881287813,MD029,131,323.7077636
690,690,17.09506762,MD029,131,323.7077636
691,691,18.68130402,MD029,131,323.7077636
692,692,0,MD029,131,323.7077636
693,693,20.06136887,MD015,103,254.5183179
694,694,17.98046341,MD015,103,254.5183179
695,695,18.1121821,MD015,103,254.5183179
696,696,17.42285844,MD015,103,254.5183179
697,697,18.99557397,MD015,103,254.5183179
698,698,18.77977228,MD015,103,254.5183179
699,699,0,MD015,103,254.5183179
700,700,0,MD015,103,254.5183179
701,701,18.26065851,MD015,103,254.5183179
702,702,17.9091132,MD015,103,254.5183179
703,703,16.05393002,MD015,103,254.5183179
704,704,18.8629026,MD015,103,254.5183179
705,705,19.88769478,MD015,103,254.5183179
706,706,17.74453207,MD027,72.5,179.1512432
707,707,17.48248182,MD027,72.5,179.1512432
708,708,19.89585708,MD027,72.5,179.1512432
709,709,18.91274422,MD027,72.5,179.1512432
710,710,19.53634339,MD027,72.5,179.1512432
711,711,17.66442851,MD027,72.5,179.1512432
712,712,18.90517113,MD027,72.5,179.1512432
713,713,0,MD035,125,308.8814538
714,714,5.065010815,MD025,138,341.005125
715,715,18.14666661,MD025,138,341.005125
716,716,19.04911759,MD025,138,341.005125
717,717,19.09475105,MD025,138,341.005125
718,718,19.84275169,MD025,138,341.005125
719,719,17.23214333,MD025,138,341.005125
720,720,16.77846363,MD025,138,341.005125
721,721,16.71169158,MD025,138,341.005125
722,722,19.78613178,MD025,138,341.005125
723,723,19.6933723,MD025,138,341.005125
724,724,19.57444996,MD005,92.5,228.5722758
725,725,17.59441378,MD005,92.5,228.5722758
726,726,17.55092226,MD005,92.5,228.5722758
727,727,17.95398644,MD005,92.5,228.5722758
728,728,17.00463989,MD005,92.5,228.5722758
729,729,19.00548046,MD005,92.5,228.5722758
730,730,18.51014617,MD005,92.5,228.5722758
731,731,19.23400543,MD005,92.5,228.5722758
732,732,19.88427649,MD005,92.5,228.5722758
733,733,19.434329,MD005,92.5,228.5722758
734,734,20.37670627,MD005,92.5,228.5722758
735,735,15.90521055,MD005,92.5,228.5722758
736,736,17.69938255,MD005,92.5,228.5722758
737,737,16.31694705,MD021,80,197.6841304
738,738,19.39552813,MD021,80,197.6841304
739,739,17.77014128,MD021,80,197.6841304
740,740,17.80644617,MD021,80,197.6841304
741,741,19.35565728,MD021,80,197.6841304
742,742,16.12645018,MD021,80,197.6841304
743,743,18.37940905,MD021,80,197.6841304
744,744,18.61443552,MD021,80,197.6841304
745,745,17.74126015,MD021,80,197.6841304
746,746,19.0447291,MD021,80,197.6841304
747,747,16.98394328,MD021,80,197.6841304
748,748,16.65858721,MD021,80,197.6841304
749,749,17.01269522,MI101,33.5,82.78022961
750,750,14.54568331,MI101,33.5,82.78022961
751,751,16.55253749,MI101,33.5,82.78022961
752,752,15.68172059,MI101,33.5,82.78022961
753,753,17.72372105,MI101,33.5,82.78022961
754,754,15.1578868,MI101,33.5,82.78022961
755,755,0.082745673,MI101,33.5,82.78022961
756,756,16.42706197,MI101,33.5,82.78022961
757,757,21.01154691,MI101,33.5,82.78022961
758,758,16.29655873,MI101,33.5,82.78022961
759,759,16.00893961,MI105,33.5,82.78022961
760,760,16.75156137,MI105,33.5,82.78022961
761,761,14.79773263,MI105,33.5,82.78022961
762,762,15.14007523,MI105,33.5,82.78022961
763,763,14.98578301,MI105,33.5,82.78022961
764,764,15.75571353,MI105,33.5,82.78022961
765,765,17.80894498,MI105,33.5,82.78022961
766,766,14.00742238,MI105,33.5,82.78022961
767,767,15.54142946,MI105,33.5,82.78022961
768,768,15.24839113,MI105,33.5,82.78022961
769,769,14.71151716,MI105,33.5,82.78022961
770,770,14.54647522,MI109,27.5,67.95391983
771,771,12.73942041,MI109,27.5,67.95391983
772,772,2.76279E-05,MI109,27.5,67.95391983
773,773,14.75695482,MI109,27.5,67.95391983
774,774,14.15827472,MI109,27.5,67.95391983
775,775,14.00524575,MI109,27.5,67.95391983
776,776,11.69544691,MI109,27.5,67.95391983
777,777,13.31240654,MI109,27.5,67.95391983
778,778,6.277692754,MI109,27.5,67.95391983
779,779,14.31714555,MI109,27.5,67.95391983
780,780,15.58398317,MI109,27.5,67.95391983
781,781,13.63063958,MI109,27.5,67.95391983
782,782,0,MI109,27.5,67.95391983
783,783,0.062599519,MI109,27.5,67.95391983
784,784,13.0732647,MI109,27.5,67.95391983
785,785,13.38712231,MI109,27.5,67.95391983
786,786,7.77442E-05,MI109,27.5,67.95391983
787,787,15.06376864,MI109,27.5,67.95391983
788,788,13.39549235,MI109,27.5,67.95391983
789,789,13.97680461,MI109,27.5,67.95391983
790,790,13.38542689,MI109,27.5,67.95391983
791,791,13.58487469,MI109,27.5,67.95391983
792,792,11.93608845,MI109,27.5,67.95391983
793,793,2.98615E-05,MI109,27.5,67.95391983
794,794,14.85780409,MI109,27.5,67.95391983
795,795,12.56879938,MI109,27.5,67.95391983
796,796,0,MI109,27.5,67.95391983
797,797,11.41673625,MI109,27.5,67.95391983
798,798,0,MI109,27.5,67.95391983
799,799,10.60728646,MI109,27.5,67.95391983
800,800,10.32900068,MI109,27.5,67.95391983
801,801,15.0417388,MI109,27.5,67.95391983
802,802,14.34095264,MI109,27.5,67.95391983
803,803,9.573061935,MI109,27.5,67.95391983
804,804,14.87424171,MI109,27.5,67.95391983
805,805,13.36942472,MI109,27.5,67.95391983
806,806,11.26164873,MI043,27.5,67.95391983
807,807,0.129020046,MI043,27.5,67.95391983
808,808,10.6178503,MI043,27.5,67.95391983
809,809,11.08251737,MI043,27.5,67.95391983
810,810,14.34527499,MI127,75,185.3288723
811,811,15.31944058,MI127,75,185.3288723
812,812,14.5848853,MI127,75,185.3288723
813,813,14.32366516,MI127,75,185.3288723
814,814,7.232328995,MI071,75,185.3288723
815,815,15.811854,MI019,75,185.3288723
816,816,0,MI019,75,185.3288723
817,817,15.76894475,MI019,75,185.3288723
818,818,15.99725283,MI019,75,185.3288723
819,819,11.23215089,MI041,26.5,65.4828682
820,820,15.61881386,MI041,26.5,65.4828682
821,821,15.71762393,MI041,26.5,65.4828682
822,822,0.037770642,MI041,26.5,65.4828682
823,823,0.036995339,MI041,26.5,65.4828682
824,824,10.29251911,MI041,26.5,65.4828682
825,825,13.01570617,MI041,26.5,65.4828682
826,826,14.22913997,MI041,26.5,65.4828682
827,827,15.68510693,MI041,26.5,65.4828682
828,828,0,MI041,26.5,65.4828682
829,829,14.96940783,MN133,212,523.8629456
830,830,15.24279686,MN133,212,523.8629456
831,831,15.92947334,MN133,212,523.8629456
832,832,10.86100498,MN133,212,523.8629456
833,833,16.42217455,MN133,212,523.8629456
834,834,16.21672159,MN133,212,523.8629456
835,835,15.41890977,MN133,212,523.8629456
836,836,15.18941496,MN133,212,523.8629456
837,837,18.02224223,MN133,212,523.8629456
838,838,14.25243698,MN133,212,523.8629456
839,839,15.14000113,MN133,212,523.8629456
840,840,16.9290809,MN133,212,523.8629456
841,841,13.50936929,MN133,212,523.8629456
842,842,15.15760511,MN133,212,523.8629456
843,843,14.16019713,MN105,189,467.0287581
844,844,15.40709093,MN105,189,467.0287581
845,845,16.60002561,MN105,189,467.0287581
846,846,16.13583105,MN105,189,467.0287581
847,847,16.61709892,MN105,189,467.0287581
848,848,14.36908301,MN105,189,467.0287581
849,849,17.0924004,MN105,189,467.0287581
850,850,15.19112395,MN105,189,467.0287581
851,851,14.8409686,MN105,189,467.0287581
852,852,15.59155564,MN105,189,467.0287581
853,853,15.06464107,MN105,189,467.0287581
854,854,17.45940322,MN105,189,467.0287581
855,855,14.70244696,MN105,189,467.0287581
856,856,18.1015366,MN105,189,467.0287581
857,857,15.77670745,MN105,189,467.0287581
858,858,16.94252857,MN105,189,467.0287581
859,859,17.17234729,MN105,189,467.0287581
860,860,17.33968533,MN063,202,499.1524293
861,861,13.77255018,MN063,202,499.1524293
862,862,11.3991362,NE003,132,326.1788152
863,863,14.07015423,NE003,132,326.1788152
864,864,14.6328984,NE003,132,326.1788152
865,865,14.692436,NE003,132,326.1788152
866,866,14.41706993,NE003,132,326.1788152
867,867,13.83622593,NE003,132,326.1788152
868,868,13.94932193,NE003,132,326.1788152
869,869,14.56039773,NE003,132,326.1788152
870,870,14.21166587,NE003,132,326.1788152
871,871,13.07285617,NE003,132,326.1788152
872,872,14.94112342,NE003,132,326.1788152
873,873,14.70933517,NE003,132,326.1788152
874,874,14.31046483,NE003,132,326.1788152
875,875,14.52367711,NE003,132,326.1788152
876,876,11.52177419,NE003,132,326.1788152
877,877,13.92935473,NE003,132,326.1788152
878,878,13.49871342,NE003,132,326.1788152
879,879,15.39305114,NE003,132,326.1788152
880,880,14.76051903,NE003,132,326.1788152
881,881,14.26377333,NE003,132,326.1788152
882,882,14.92653129,NE003,132,326.1788152
883,883,13.41683924,NE003,132,326.1788152
884,884,14.30894769,NE003,132,326.1788152
885,885,14.28738095,NE003,132,326.1788152
886,886,13.76444514,NE003,132,326.1788152
887,887,14.80479934,NE003,132,326.1788152
888,888,13.15588392,NE003,132,326.1788152
889,889,17.70000113,NE003,132,326.1788152
890,890,13.51426816,NE003,132,326.1788152
891,891,12.63244674,NE003,132,326.1788152
892,892,15.15922327,NE003,132,326.1788152
893,893,13.53545341,NE003,132,326.1788152
894,894,14.21765362,NE003,132,326.1788152
895,895,15.96026717,NE003,132,326.1788152
896,896,15.42897601,NE003,132,326.1788152
897,897,16.29072159,NE039,262,647.4155271
898,898,16.3226472,NE039,262,647.4155271
899,899,14.13532079,NE039,262,647.4155271
900,900,15.97363351,NE039,262,647.4155271
901,901,15.94648755,NE039,262,647.4155271
902,902,16.85977421,NE039,262,647.4155271
903,903,17.8503997,NE039,262,647.4155271
904,904,18.09364168,NE039,262,647.4155271
905,905,16.75273479,NE039,262,647.4155271
906,906,15.37558404,NE039,262,647.4155271
907,907,16.69185012,NE039,262,647.4155271
908,908,15.97396995,NE039,262,647.4155271
909,909,14.81558139,NE039,262,647.4155271
910,910,14.34604308,NE039,262,647.4155271
911,911,16.17070716,NE039,262,647.4155271
912,912,16.81727777,NE039,262,647.4155271
913,913,14.62077939,NE039,262,647.4155271
914,914,14.74533278,NE039,262,647.4155271
915,915,13.19710753,NE039,262,647.4155271
916,916,15.60827655,NE039,262,647.4155271
917,917,16.66678138,NE039,262,647.4155271
918,918,14.28833253,NE039,262,647.4155271
919,919,15.30250312,NE039,262,647.4155271
920,920,16.3921018,NE039,262,647.4155271
921,921,17.15030604,NE039,262,647.4155271
922,922,15.7405308,NE039,262,647.4155271
923,923,16.68058234,NE039,262,647.4155271
924,924,15.54689856,NE039,262,647.4155271
925,925,13.40402578,NE167,214,528.8050489
926,926,13.65816797,NE167,214,528.8050489
927,927,14.9107014,NE167,214,528.8050489
928,928,14.60763095,NE167,214,528.8050489
929,929,12.49202688,NE167,214,528.8050489
930,930,14.42598122,NE167,214,528.8050489
931,931,15.74658763,NE167,214,528.8050489
932,932,15.43653329,NE167,214,528.8050489
933,933,0,NE167,214,528.8050489
934,934,14.33658461,NE167,214,528.8050489
935,935,14.72765439,NE167,214,528.8050489
936,936,13.46467578,NE167,214,528.8050489
937,937,16.03263553,NE167,214,528.8050489
938,938,15.74030564,NE167,214,528.8050489
939,939,14.89597542,NE167,214,528.8050489
940,940,14.27668931,NE167,214,528.8050489
941,941,15.66723083,NE167,214,528.8050489
942,942,13.52076661,NE167,214,528.8050489
943,943,16.66420532,NE167,214,528.8050489
944,944,14.01110876,NE179,238,588.110288
945,945,15.7834154,NE179,238,588.110288
946,946,15.74599446,NE179,238,588.110288
947,947,14.19742907,NE179,238,588.110288
948,948,14.98303029,NE179,238,588.110288
949,949,13.5737028,NE179,238,588.110288
950,950,15.54061919,NE179,238,588.110288
951,951,13.91503233,NE179,238,588.110288
952,952,14.02230031,NE179,238,588.110288
953,953,16.07944201,NE179,238,588.110288
954,954,15.80858208,NE179,238,588.110288
955,955,0,NE179,238,588.110288
956,956,17.46546683,NE179,238,588.110288
957,957,16.53951337,NE179,238,588.110288
958,958,15.93615294,NE179,238,588.110288
959,959,13.38747036,NE179,238,588.110288
960,960,0,NE179,238,588.110288
961,961,14.40303734,NE179,238,588.110288
962,962,14.68411691,NE179,238,588.110288
963,963,14.45814465,NE179,238,588.110288
964,964,14.01626099,NE179,238,588.110288
965,965,0,NE179,238,588.110288
966,966,14.07057421,NE179,238,588.110288
967,967,15.01798182,NE179,238,588.110288
968,968,15.01602687,NE179,238,588.110288
969,969,14.28144549,NE179,238,588.110288
970,970,14.27579173,NE179,238,588.110288
971,971,14.18986982,NE011,173,427.491932
972,972,14.36051862,NE011,173,427.491932
973,973,13.45856038,NE011,173,427.491932
974,974,15.50209102,NE011,173,427.491932
975,975,13.02143427,NE011,173,427.491932
976,976,15.93581868,NE011,173,427.491932
977,977,13.93712603,NE011,173,427.491932
978,978,12.93377907,NE011,173,427.491932
979,979,13.80772102,NE011,173,427.491932
980,980,15.34882336,NE011,173,427.491932
981,981,15.81806812,NE011,173,427.491932
982,982,14.59729873,NE011,173,427.491932
983,983,16.72498676,NE011,173,427.491932
984,984,15.13773065,NE037,205,506.5655842
985,985,14.75359524,NE037,205,506.5655842
986,986,15.90038739,NE037,205,506.5655842
987,987,14.24614846,NE037,205,506.5655842
988,988,15.99260976,NE037,205,506.5655842
989,989,15.31698082,NE053,210,518.9208423
990,990,15.68801652,NE053,210,518.9208423
991,991,16.30504405,NE139,188,464.5577065
992,992,15.74125464,NE139,188,464.5577065
993,993,0,NE139,188,464.5577065
994,994,14.40914875,NE139,188,464.5577065
995,995,14.07842068,NE139,188,464.5577065
996,996,15.20608297,NE139,188,464.5577065
997,997,13.88484886,NE139,188,464.5577065
998,998,14.80503571,NE139,188,464.5577065
999,999,17.8299357,NE139,188,464.5577065
1000,1000,15.97062474,NE139,188,464.5577065
1001,1001,13.77323299,NE139,188,464.5577065
1002,1002,14.90087009,NE139,188,464.5577065
1003,1003,0,NE139,188,464.5577065
1004,1004,0,NE139,188,464.5577065
1005,1005,16.23273713,NE139,188,464.5577065
1006,1006,15.0019975,NE139,188,464.5577065
1007,1007,0,NE139,188,464.5577065
1008,1008,15.21906184,NE139,188,464.5577065
1009,1009,14.01093589,NE139,188,464.5577065
1010,1010,13.33317559,NE139,188,464.5577065
1011,1011,14.0169374,NE139,188,464.5577065
1012,1012,14.57164331,NE139,188,464.5577065
1013,1013,13.60042336,NE139,188,464.5577065
1014,1014,15.28375211,NE139,188,464.5577065
1015,1015,14.71076398,NE139,188,464.5577065
1016,1016,13.99427113,NE139,188,464.5577065
1017,1017,13.42178087,NE139,188,464.5577065
1018,1018,16.43667866,NE139,188,464.5577065
1019,1019,14.51808713,NE139,188,464.5577065
1020,1020,17.46938308,NE139,188,464.5577065
1021,1021,16.64339324,NE139,188,464.5577065
1022,1022,13.85912095,NE139,188,464.5577065
1023,1023,14.32434046,NE119,194,479.3840162
1024,1024,0,NE119,194,479.3840162
1025,1025,14.64382405,NE119,194,479.3840162
1026,1026,14.17803406,NE119,194,479.3840162
1027,1027,15.87815171,NE119,194,479.3840162
1028,1028,16.56644703,NE119,194,479.3840162
1029,1029,14.81556132,NE119,194,479.3840162
1030,1030,18.95200507,NE119,194,479.3840162
1031,1031,15.63876521,NE119,194,479.3840162
1032,1032,14.76183296,NE119,194,479.3840162
1033,1033,15.48674113,NE119,194,479.3840162
1034,1034,14.29986745,NE119,194,479.3840162
1035,1035,13.77056619,NE119,194,479.3840162
1036,1036,16.0337332,NE119,194,479.3840162
1037,1037,15.40089639,NE119,194,479.3840162
1038,1038,13.76015956,NE119,194,479.3840162
1039,1039,13.54280466,NE119,194,479.3840162
1040,1040,15.50572357,NE119,194,479.3840162
1041,1041,15.28718775,NE119,194,479.3840162
1042,1042,14.64212921,NE119,194,479.3840162
1043,1043,15.68116056,NE119,194,479.3840162
1044,1044,13.67703405,NE119,194,479.3840162
1045,1045,15.2858278,NE119,194,479.3840162
1046,1046,15.75388451,NE119,194,479.3840162
1047,1047,0,NE119,194,479.3840162
1048,1048,15.3486969,NE119,194,479.3840162
1049,1049,16.82860991,NE051,248,612.8208043
1050,1050,12.00261926,NE051,248,612.8208043
1051,1051,14.11428192,NE051,248,612.8208043
1052,1052,14.07553392,NE051,248,612.8208043
1053,1053,15.69801602,NE051,248,612.8208043
1054,1054,16.0234898,NE051,248,612.8208043
1055,1055,14.65129445,NE051,248,612.8208043
1056,1056,14.31058565,NE051,248,612.8208043
1057,1057,15.60961263,NE051,248,612.8208043
1058,1058,14.53839391,NE051,248,612.8208043
1059,1059,15.54208216,NE051,248,612.8208043
1060,1060,15.53774669,NE051,248,612.8208043
1061,1061,15.24929718,NE051,248,612.8208043
1062,1062,16.28521633,NE051,248,612.8208043
1063,1063,15.93515256,NE051,248,612.8208043
1064,1064,15.85877517,NE051,248,612.8208043
1065,1065,14.94285096,NE051,248,612.8208043
1066,1066,13.72982112,NE051,248,612.8208043
1067,1067,17.74964786,NE051,248,612.8208043
1068,1068,15.5984158,NE051,248,612.8208043
1069,1069,14.20593463,NE051,248,612.8208043
1070,1070,13.43827982,NE051,248,612.8208043
1071,1071,16.48630393,NE051,248,612.8208043
1072,1072,18.16671343,NE051,248,612.8208043
1073,1073,14.73873066,NE051,248,612.8208043
1074,1074,16.24536197,NE051,248,612.8208043
1075,1075,15.05811708,NE051,248,612.8208043
1076,1076,15.42994932,NE051,248,612.8208043
1077,1077,17.17431288,NE051,248,612.8208043
1078,1078,14.55119247,NE043,266,657.2997336
1079,1079,12.9789992,NE043,266,657.2997336
1080,1080,14.5659335,NE043,266,657.2997336
1081,1081,13.4799991,NE043,266,657.2997336
1082,1082,13.56634077,NE043,266,657.2997336
1083,1083,15.15578297,NE043,266,657.2997336
1084,1084,13.55992716,NE043,266,657.2997336
1085,1085,13.33766365,NE043,266,657.2997336
1086,1086,16.21401058,NE043,266,657.2997336
1087,1087,16.91998738,NE043,266,657.2997336
1088,1088,14.25778315,NE173,240,593.0523912
1089,1089,16.95524925,NE173,240,593.0523912
1090,1090,16.0142928,NE173,240,593.0523912
1091,1091,16.05249792,NE173,240,593.0523912
1092,1092,14.03450673,NE173,240,593.0523912
1093,1093,15.18564364,NE173,240,593.0523912
1094,1094,14.73143007,NE173,240,593.0523912
1095,1095,15.63490939,NE173,240,593.0523912
1096,1096,15.90255338,NE173,240,593.0523912
1097,1097,15.5290733,NE173,240,593.0523912
1098,1098,14.89140131,NE173,240,593.0523912
1099,1099,18.83297348,NE173,240,593.0523912
1100,1100,12.82531963,NE173,240,593.0523912
1101,1101,15.86613528,NE173,240,593.0523912
1102,1102,15.11660815,NE173,240,593.0523912
1103,1103,17.34166276,NE173,240,593.0523912
1104,1104,15.20458653,NE173,240,593.0523912
1105,1105,15.34428459,NE173,240,593.0523912
1106,1106,17.5066622,NE027,239,590.5813396
1107,1107,16.11421988,NE027,239,590.5813396
1108,1108,15.98530997,NE027,239,590.5813396
1109,1109,15.76157941,NE027,239,590.5813396
1110,1110,15.23956554,NE027,239,590.5813396
1111,1111,16.79841543,NE027,239,590.5813396
1112,1112,15.29059518,NE027,239,590.5813396
1113,1113,14.74908613,NE027,239,590.5813396
1114,1114,15.15810555,NE027,239,590.5813396
1115,1115,14.92459871,NE027,239,590.5813396
1116,1116,15.29629889,NE027,239,590.5813396
1117,1117,16.03504077,NE027,239,590.5813396
1118,1118,16.21470931,NE027,239,590.5813396
1119,1119,14.46433157,NE027,239,590.5813396
1120,1120,12.98444194,NE027,239,590.5813396
1121,1121,14.56107812,NE027,239,590.5813396
1122,1122,13.74072563,NE027,239,590.5813396
1123,1123,16.50038137,NE027,239,590.5813396
1124,1124,15.89705117,NE027,239,590.5813396
1125,1125,15.85079557,NE027,239,590.5813396
1126,1126,15.84625974,NE027,239,590.5813396
1127,1127,16.56034927,NE027,239,590.5813396
1128,1128,15.74110775,NE027,239,590.5813396
1129,1129,16.10064037,NE027,239,590.5813396
1130,1130,15.81958806,NE027,239,590.5813396
1131,1131,14.51930243,NE027,239,590.5813396
1132,1132,13.49440515,NE027,239,590.5813396
1133,1133,15.87536737,NE027,239,590.5813396
1134,1134,14.72468462,NE027,239,590.5813396
1135,1135,14.68010199,NE027,239,590.5813396
1136,1136,15.61559807,NE027,239,590.5813396
1137,1137,15.8420517,NE027,239,590.5813396
1138,1138,14.93251454,NE027,239,590.5813396
1139,1139,15.62934358,NE027,239,590.5813396
1140,1140,0,NE021,230,568.3418749
1141,1141,15.39052357,NE021,230,568.3418749
1142,1142,17.16226103,NE021,230,568.3418749
1143,1143,13.56862186,NE021,230,568.3418749
1144,1144,18.23581412,NE021,230,568.3418749
1145,1145,15.21680743,NE021,230,568.3418749
1146,1146,14.46736126,NE021,230,568.3418749
1147,1147,0,NE021,230,568.3418749
1148,1148,0,NE021,230,568.3418749
1149,1149,15.41103318,NE021,230,568.3418749
1150,1150,14.22044982,NE021,230,568.3418749
1151,1151,0,NE021,230,568.3418749
1152,1152,0,NE021,230,568.3418749
1153,1153,16.5663492,NE021,230,568.3418749
1154,1154,15.41657935,NE021,230,568.3418749
1155,1155,13.89203307,NE021,230,568.3418749
1156,1156,0,NE021,230,568.3418749
1157,1157,15.41256108,NE021,230,568.3418749
1158,1158,15.1038172,NE021,230,568.3418749
1159,1159,17.12609942,NE021,230,568.3418749
1160,1160,13.97200058,NE021,230,568.3418749
1161,1161,16.26158029,NE141,202,499.1524293
1162,1162,14.55808064,NE141,202,499.1524293
1163,1163,15.35597249,NE141,202,499.1524293
1164,1164,15.71624865,NE141,202,499.1524293
1165,1165,17.67332304,NE141,202,499.1524293
1166,1166,14.86897519,NE141,202,499.1524293
1167,1167,14.48983945,NE141,202,499.1524293
1168,1168,14.4761762,NE107,209,516.4497907
1169,1169,11.11401622,NE107,209,516.4497907
1170,1170,10.43492412,NE107,209,516.4497907
1171,1171,11.79688686,NE107,209,516.4497907
1172,1172,15.65952155,NE107,209,516.4497907
1173,1173,15.15185769,NE107,209,516.4497907
1174,1174,17.40507266,NE107,209,516.4497907
1175,1175,11.57336864,NE107,209,516.4497907
1176,1176,14.29490023,NE107,209,516.4497907
1177,1177,12.75585654,NE107,209,516.4497907
1178,1178,14.40438061,NE107,209,516.4497907
1179,1179,12.9446104,NE107,209,516.4497907
1180,1180,13.70961688,NE107,209,516.4497907
1181,1181,13.05419235,NE107,209,516.4497907
1182,1182,14.20023712,NE107,209,516.4497907
1183,1183,12.73485127,NE107,209,516.4497907
1184,1184,13.18962318,NE107,209,516.4497907
1185,1185,15.73920119,NE107,209,516.4497907
1186,1186,14.4067378,NE107,209,516.4497907
1187,1187,16.58593856,NE107,209,516.4497907
1188,1188,13.72264143,NE107,209,516.4497907
1189,1189,15.09200743,NE107,209,516.4497907
1190,1190,15.78285733,NE107,209,516.4497907
1191,1191,11.84971032,NE107,209,516.4497907
1192,1192,13.6055145,NE107,209,516.4497907
1193,1193,14.36480278,NE107,209,516.4497907
1194,1194,13.88734106,NE107,209,516.4497907
1195,1195,13.55694709,NE107,209,516.4497907
1196,1196,14.14757578,NE107,209,516.4497907
1197,1197,14.28536649,NE107,209,516.4497907
1198,1198,13.50214593,NE107,209,516.4497907
1199,1199,13.86795619,NE107,209,516.4497907
1200,1200,14.14441101,NE107,209,516.4497907
1201,1201,14.27651839,NE107,209,516.4497907
1202,1202,13.49780687,NE107,209,516.4497907
1203,1203,13.78159498,NE107,209,516.4497907
1204,1204,16.11185269,NE107,209,516.4497907
1205,1205,15.41119198,NE107,209,516.4497907
1206,1206,14.06569345,NE107,209,516.4497907
1207,1207,15.93796149,NE107,209,516.4497907
1208,1208,15.36620224,NE107,209,516.4497907
1209,1209,13.8898436,NE107,209,516.4497907
1210,1210,14.94579012,NE107,209,516.4497907
1211,1211,12.91314337,NE107,209,516.4497907
1212,1212,16.70220081,NE107,209,516.4497907
1213,1213,14.93043794,NE107,209,516.4497907
1214,1214,15.738165,NE107,209,516.4497907
1215,1215,16.97125093,NE107,209,516.4497907
1216,1216,14.67305328,NE107,209,516.4497907
1217,1217,15.6663233,NE107,209,516.4497907
1218,1218,16.02461358,NE107,209,516.4497907
1219,1219,11.9966828,NE107,209,516.4497907
1220,1220,13.70765293,NE107,209,516.4497907
1221,1221,12.94076703,NE107,209,516.4497907
1222,1222,17.51787249,NE107,209,516.4497907
1223,1223,15.67198788,NE107,209,516.4497907
1224,1224,16.01051942,NE107,209,516.4497907
1225,1225,15.18147411,NE107,209,516.4497907
1226,1226,14.43873306,NE107,209,516.4497907
1227,1227,15.09260768,NE125,146,360.773538
1228,1228,15.5899288,NE125,146,360.773538
1229,1229,14.95553672,NE125,146,360.773538
1230,1230,15.12850718,NE125,146,360.773538
1231,1231,0,NE125,146,360.773538
1232,1232,14.11504279,NE125,146,360.773538
1233,1233,12.205838,NE125,146,360.773538
1234,1234,0,NE143,158,390.4261576
1235,1235,14.39208954,NE143,158,390.4261576
1236,1236,16.32007196,NE143,158,390.4261576
1237,1237,13.55250179,NE143,158,390.4261576
1238,1238,0,NE143,158,390.4261576
1239,1239,0,NE143,158,390.4261576
1240,1240,14.95101862,NE143,158,390.4261576
1241,1241,14.87515509,NE159,162,400.3103641
1242,1242,0,NE159,162,400.3103641
1243,1243,14.16985085,NE159,162,400.3103641
1244,1244,14.85458913,NE159,162,400.3103641
1245,1245,14.98294881,NE155,198,489.2682228
1246,1246,14.12143034,NE155,198,489.2682228
1247,1247,15.83688172,NE155,198,489.2682228
1248,1248,14.98282294,NE155,198,489.2682228
1249,1249,14.44280243,NE155,198,489.2682228
1250,1250,15.33152683,NE155,198,489.2682228
1251,1251,15.8428538,NE155,198,489.2682228
